created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
Fri Apr 18 03:00:17 +0000 2025;17485;Presiden China Xi Jinping dan Perdana Menteri Malaysia Anwar Ibrahim menyatakan penolakan mereka terhadap gagasan untuk merelokasi warga Gaza Palestina yang saat ini berada di bawah tekanan serangan Israel. Kedua pemimpin negara itu membuat pengumuman pada Kamis dalam sebuah https://t.co/eWCS7bxdlb;1,91E+18;https://pbs.twimg.com/media/GoySfmwW4AAIOeA.jpg;;in;;1018;774;4981;https://x.com/VIVAcoid/status/1913065016699290077;41730943;VIVAcoid
Fri Apr 18 16:42:14 +0000 2025;4756; Takkan pernah sekali pun kami ingin meninggalkan Gaza kami dibesarkan di disini dan di sini pulalah kami akan mati. Ini Mohammad Al-Muqayed istri dan ketiga anaknya syahid akibat pengeboman Israel di Jabalia hari ini!! https://t.co/g1A32u3Cqi;1,91E+18;https://pbs.twimg.com/amplify_video_thumb/1913271142988775424/img/BtY-N96Z0gW_I8OP.jpg;;in;Jakarta, Indonesia;42;79;2600;https://x.com/erlanishere/status/1913271865692532857;69561307;erlanishere
Mon Apr 14 09:02:31 +0000 2025;6291; *UPDATE TARGET BOIKOT BDS* 🇵🇸🇮🇩 _Per 14 April 2025_ ‼️Sudah +50.000 korban rakyat Gaza yang dibunuh Zionis Israel. Buat kamu yang tergerak untuk membantu mereka boikot adalah cara berjuang juga! Gerakan Boikot Divestasi dan Sanksi (BDS) sedunia sudah mengumumkan daftar https://t.co/YXXao7zS4W;1,91E+18;https://pbs.twimg.com/media/Goe_CoyWQAEazbf.jpg;;in;;216;60;6042;https://x.com/GerakanBDS_ID/status/1911706621816017202;1,51E+18;GerakanBDS_ID
Fri Apr 18 10:59:21 +0000 2025;2612;Kekejaman sipil dan tentara Israel terhadap warga Palestina itu nyata adanya. Sering kali para settler alias sipil Israel penjarah rumah warga Palestina memakai senapan serbu dinasnya untuk mengancam dan mengusir warga Palestina dari rumahnya dilindungi tentara berseragam. https://t.co/8AaPJdq2MZ;1,91E+18;https://pbs.twimg.com/ext_tw_video_thumb/1913185282402447360/pu/img/aF4epHdtcUEmL4OM.jpg;;in;DKI Jakarta, Indonesia;41;80;1172;https://x.com/RWWReborn/status/1913185576049951151;1,82E+18;RWWReborn
Fri Apr 18 12:03:12 +0000 2025;4823;Tadi siang Zionis biadab melakukan penyerangan di Tal Al Zatar Gaza Utara. 10 warga syahid. Jangan kita diam! Teruslah kita bersuara lantang menentang kejahatan Israel! https://t.co/PhuNxgF23P;1,91E+18;https://pbs.twimg.com/amplify_video_thumb/1913201361929601024/img/YUDXzUhvglPmYrw3.jpg;;in;Jakarta, Indonesia;10;64;3309;https://x.com/erlanishere/status/1913201644445307295;69561307;erlanishere
Fri Apr 11 23:59:50 +0000 2025;1209;Kami adalah anak2 Palestina yg Mulia kami mencintai Palestina atas nama semua orang yang telah menjualnya. Darahku adalah Darah Palestina 🇵🇸 Usir israel yg adalah penjajah &amp;;;;;;;;;;;
Sat Apr 12 11:57:59 +0000 2025;6708;Prabowo sayang bgt sm netanyahu dan israel saking sayangnya sampe bantuin ngosongin gaza gk tau ini ada hubungannya sm negosiasi sama trump perihal tarif impor 32% tapi ini dzalim bgt! https://t.co/5t6SnWKCTQ;1,91E+18;https://pbs.twimg.com/media/GoVUAkmWkAArFK_.jpg;;in;Underground Pleasure;47;46;2565;https://x.com/pasifisstate/status/1911026006447763922;1,54E+18;pasifisstate
Sun Apr 13 00:50:44 +0000 2025;3903;MIRIS !! PALESTINA ADALAH SATU² NYA NEGARA YG MENGAKUI KEMERDEKAAN INDONESIA TAHUN 1945 SEMENTARA DI INDONESIA BANYAK SEKALI ORANG² YG PRO ISRAEL MENDUKUNG GENOSIDA DI GAZA !! RESPECT DGN PERANCIS SAAT MEMPERLIHATKAN GAMBAR ANAK² GAZA KORBAN KEKEJAMAN ZIONIST !! https://t.co/SDxdYC3XDa;1,91E+18;https://pbs.twimg.com/amplify_video_thumb/1911218146704269312/img/dVQaKIMyG6VkKxNa.jpg;;in;127.0.0.1;10;22;1661;https://x.com/21_mozza/status/1911220473071018306;1,66E+18;21_mozza
Sat Apr 12 16:20:01 +0000 2025;30118;Prabowo mindahin 1000 palestinian ke indo artinya sejalan sama rencana Israel yang mau palestine pergi dari tanahnya sendiri. memilih 02 berarti mendukung prabowo dan segala kebijakan dan visi misinya in conclusion 02 voter = support israel.;1,91E+18;;;in;Yogyakarta, Indonesia;504;123;11605;https://x.com/yourdickshaker/status/1911091948036960758;1,56E+18;yourdickshaker
Fri Apr 11 22:42:38 +0000 2025;10635;China Saja Meyakini Dan Mengakui Gaza Milik Rakyat Palestina Kok Bisa Bisanya Yahudi Pesek Di Indonesia Mati Matian Membela zionis israel LAKNATULLAH #FreePalestine https://t.co/yfNzrOVT4y;1,91E+18;https://pbs.twimg.com/ext_tw_video_thumb/1910825791166046209/pu/img/fxfazkGP1lZbPhdl.jpg;;in;;45;58;3560;https://x.com/ABjodohComeback/status/1910825848258875399;1,72E+18;ABjodohComeback
Sun Apr 13 10:00:25 +0000 2025;1067;Umat Kristen Gaza merayakan Minggu Palma di Gereja Santo Porphyrius meski ada serangan udara Israel. Gereja abad ke-5 ini adalah salah satu situs Gereja tertua yang ada di Gaza. https://t.co/ZRh9RO2467;1,91E+18;https://pbs.twimg.com/ext_tw_video_thumb/1911358773341413377/pu/img/r0xucqS2S9AUOpUi.jpg;;in;Yerusalem;14;21;329;https://x.com/kresbung/status/1911358806354956572;1,06E+18;kresbung
Wed Apr 16 09:47:37 +0000 2025;37094;FIX YA INDONESIA JADI KAKI TANGAN GENOSIDA ISRAEL TERHADAP PALESTINA. BUKANNYA BANTU NGASIH SENJATA KEK BUAT MELAWAN MALAH RELOKASI WARGANYA! TOLOL! https://t.co/8L5fUqIBG2;1,91E+18;https://pbs.twimg.com/media/Gopciz0W8AAxD6r.jpg;;in;Mars;3386;1152;10048;https://x.com/dawgfromdahood/status/1912442747614896600;250137365;dawgfromdahood
Sun Apr 13 13:35:33 +0000 2025;39554;Dari awal bilang Gaza lemah gara2 gapunya militer aja udh tone deaf. Eh skrg sok jd pahlawan mau evakuasi warga gaza ke indo. Kocak itumah elu mau bantu israel ngusir warga palestina jir.;1,91E+18;;;in;INTJ;274;124;14173;https://x.com/nozelism/status/1911412945239552443;1,65E+18;nozelism
Sun Apr 13 05:59:46 +0000 2025;9600; In a pilot program promoted by Israel ? Heh? Beritanya udah dihapus dari portalnya. Kenapa? https://t.co/0BnmKXoonG;1,91E+18;https://pbs.twimg.com/media/GoZLNPsXAAARugF.jpg;;in;Michuhol-gu, Republic of Korea;279;117;3261;https://x.com/ardisatriawan/status/1911298244115832984;170542374;ardisatriawan
Fri Apr 11 05:09:54 +0000 2025;18106;Kalau elu diomongin positif sama media Israel berarti elu kemakan umpan zionis. https://t.co/mEQMrI6XcB;1,91E+18;https://pbs.twimg.com/media/GoOs6r3bYAIISL6.jpg;;in;Michuhol-gu, Republic of Korea;426;289;6594;https://x.com/ardisatriawan/status/1910560921396650307;170542374;ardisatriawan
Sat Apr 12 15:09:10 +0000 2025;4575;Ada 3 kaum(negara) yang buta sejarah. India indonesia dan israel.;1,91E+18;;;in;Chiang Mai, Thailand;27;45;1574;https://x.com/imqtsu/status/1911074119527088522;488081623;imqtsu
Sun Apr 13 03:48:04 +0000 2025;12;Kesaksian para tahanan atas kekejaman dan penyiksaan yang mereka alami selama berada di penjara Israel. Termasuk Ahmed Manasra yang di tahan ketika beliau masih berusia 13 tahun dan menghabiskan 10 tahun penjara dengan berbagai penyiksaan yang di alaminya... Fuck israel https://t.co/p8VnOCH96V;1,91E+18;https://pbs.twimg.com/ext_tw_video_thumb/1911264981485535232/pu/img/kv7bUOrDieNaREkW.jpg;;in;Jakarta;1;1;13;https://x.com/singapalestine_/status/1911265100381708631;2437093152;singapalestine_
Fri Apr 11 23:14:18 +0000 2025;2186;Anak-anak di Palestina Sekarat karena Kehausan. Israel telah mengebom salah satu pabrik desalinasi air yang masih beroperasi di Gaza yang memasok air minum bersih ke wilayah tersebut https://t.co/FEz9fSiLKK;1,91E+18;https://pbs.twimg.com/amplify_video_thumb/1910598863267721216/img/Y1DCGq2OOZXX0utL.jpg;;in;Bandung, Jawa Barat;9;15;1763;https://x.com/dina_sulaeman/status/1910833818908373101;1,49E+18;dina_sulaeman
Fri Apr 18 03:45:05 +0000 2025;926;Selama bertahun-tahun isu Palestina dianggap angin lalu oleh negara-negara Arab. Ini dibuktikan oleh perjanjian-perjanjian dengan negara Barat dan Israel yang diteken oleh mereka. Apa saja perjanjian itu? | Narasi Daily https://t.co/vDCvlgjOI8;1,91E+18;https://pbs.twimg.com/media/GoycvZ6bsAAI_hq.jpg;;in;;18;24;371;https://x.com/NarasiNewsroom/status/1913076288350491026;1,16E+18;NarasiNewsroom
Mon Apr 14 13:37:47 +0000 2025;4740;Gadis Palestina 11 thn ini menjadi Jurnalis utk membuktikan pada dunia &amp;;;;;;;;;;;
Thu Apr 17 12:59:58 +0000 2025;942;Seorang kanak-kanak Palestin kelainan upaya Ahmed Abu Al-Rous rentung dibakar hidup-hidup malam tadi selepas pesawat perang Israel mengebom khemah-khemah pelarian di kawasan Al-Mawasi Khan Younis Gaza. https://t.co/XW6EoDloyy;1,91E+18;https://pbs.twimg.com/media/GovSJ4kacAAxdvV.jpg;;in;;7;3;1418;https://x.com/numanmazlan/status/1912853542412701841;250066452;numanmazlan
Fri Apr 11 02:40:06 +0000 2025;2477;Aktivis Greenpeace melakukan aksi protes dengan menuangkan 300 liter pewarna merah darah ke dalam kolam kedutaan Amerika Serikat di London untuk menyoroti genosida dan penghancuran yang terjadi di Gaza sebagai akibat langsung dari penjualan senjata AS ke Israel. https://t.co/ubJGxzt6iZ;1,91E+18;https://pbs.twimg.com/amplify_video_thumb/1910522924244885504/img/XLGGiB7IWHnmS62S.jpg;;in;Indonesia;18;21;987;https://x.com/GreenpeaceID/status/1910523221348409757;43074696;GreenpeaceID
Fri Apr 18 03:10:06 +0000 2025;164;Fatima Hassouna jurnalis foto asal Gaza Palestina tewas brsma 9 anggota keluarganya akibat serangan udara Israel Serangan tjd 24 jam stlh film doku 'PUT YOUR SOUL ON YOUR HAND AND WALK' yg mnceritakn kisah Fatima sbg jurnalis diumumkn trpilih utk festival film Cannes https://t.co/ooGG6ETQGc;1,91E+18;https://pbs.twimg.com/media/GoyUvTBaYAAM9Sq.jpg;;in;Indonesia;2;1;64;https://x.com/DCcomicsID/status/1913067484510622075;1,13E+18;DCcomicsID
Sat Apr 19 09:19:58 +0000 2025;7;Israel menyerang umat Kristen Palestina pada Minggu Palma Good Friday #HappyEaster https://t.co/RqYPztvdDn;1,91E+18;https://pbs.twimg.com/ext_tw_video_thumb/1246461844539281410/pu/img/aT8SXaPaqdIoaqx0.jpg;;in; 7 Margaret ✝️🤝☪️;0;0;4;https://x.com/uniqueofm3/status/1913522952274157896;1,13E+18;uniqueofm3
Thu Apr 17 03:36:51 +0000 2025;4669;Mereka dibakar hingga mati. 10 orang syahid dalam pembunuhan beramai-ramai yang mengerikan dengan pengeboman khemah-khemah pelarian oleh pengganas Israel di kawasan Al-Mawasi barat Khan Yunis. https://t.co/h0jjyeoDmJ;1,91E+18;https://pbs.twimg.com/ext_tw_video_thumb/1912711796882042884/pu/img/p6LA85mqkTlbsxdR.jpg;;in;;25;9;6638;https://x.com/numanmazlan/status/1912711830675271843;250066452;numanmazlan
Sun May 19 17:01:58 +0000 2024;362;Negara mana yang paling banyak berdonasi ke orang Palestina? Amerika Serikat Negara mana yang paling banyak terima bantuan militer dari Amerika Serikat? Israel Silakan berdonasi tapi itu tidak pernah cukup mencuci dosa dukungan militer yang terus mengalir. https://t.co/rEYRJJARw3;1,79E+18;https://pbs.twimg.com/media/GN9QIi-bgAA_eiT.png;;in;Jakarta Capital Region;6;0;184;https://x.com/shallypristine/status/1792239287074984404;92804304;shallypristine
Mon Apr 14 16:11:01 +0000 2025;41855;Sudah kubilang Kristen yang masih membela Israel sudah kehilangan Yesus di dalam hatinya. Heran juga. Masih banyak yang terjebak tanah terjanji sebagai alasan mendukung penjajahan Israel. Kerajaan Surga tidak hadir dengan penjajahan! Siapa yang kalian imani? Netanyahu?!;1,91E+18;;;in;Sunset di tanah monarki;333;519;10754;https://x.com/prabu_yudianto/status/1911814459884200197;8,12E+17;prabu_yudianto
Sat Apr 12 09:43:02 +0000 2025;4142;Mantan intelegen AS memprotes aksi biadap israel dan keterlibatan negaranya. terus suarakan palestina suara kita sangat penting untuk melabrak mereka yang bungkam dengan Genoside di Gaza https://t.co/EdBzoEgIJh;1,91E+18;https://pbs.twimg.com/ext_tw_video_thumb/1910991988721102848/pu/img/etgVlatmsnkhQCFO.jpg;;in;;12;221;1536;https://x.com/dakwapedia/status/1910992045105402188;1,58E+18;dakwapedia
Sat Apr 12 21:12:40 +0000 2025;2082;NEWS UPDATE ABOUT #GAZA 🇵🇸 ISRAEL ZIONIST KEMBALI MENYERBU MESJID AL-AQSHA SEMENTARA JEMA'AT SEDANG MELAKUKAN SHOLAT DENGAN PELURU KARET DAN MEMUKULI PARA JEMAAT !! KEKEJIAN ISRAEL TERRORIST INI MENGAKIBATKAN RATUSAN ORANG TERLUKA DAN MENANGKAP RATUSAN WARGA !! https://t.co/voevIPhOtg;1,91E+18;https://pbs.twimg.com/amplify_video_thumb/1911163800654364672/img/l3k2v2ycXcV1hIEu.jpg;;in;127.0.0.1;30;34;1859;https://x.com/21_mozza/status/1911165597037301919;1,66E+18;21_mozza
Tue Apr 15 23:51:53 +0000 2025;8;Pada hari ke-555 genosida Israel di gaza seorang gadis kecil menunjukkan solidaritasnya kepada rakyat Gaza Palestina dengan menunjukkan tulisan tangannya untuk menginformasikan tentang kekejaman teroris israel terhadap Palestina dan negara lain. #FreePalestineFromZionists https://t.co/ceOjIbaJ6V;1,91E+18;https://pbs.twimg.com/ext_tw_video_thumb/1912292725002514432/pu/img/vJJ1j_31kG3BSTZT.jpg;;in;proling;0;0;6;https://x.com/laskar162955/status/1912292828748841103;1,75E+18;laskar162955
Wed Apr 16 05:11:52 +0000 2025;7;Guys aku butuh bantuan dan partisipasi kalian untuk penelitianku tesisku! Studinya tentang boikot dan kriterianya hanya: 1) WNI;;;;;;;;;;;
Sun Apr 13 07:26:26 +0000 2025;778;@RadioElshinta Nih salah satu pelaku Jakarta keren untuk gadun FM https://t.co/uUmTUCAUig;1,91E+18;https://pbs.twimg.com/media/GoZfdCXWcAA6FLz.jpg;RadioElshinta;in;;115;60;149;https://x.com/IsraelKanjut/status/1911320057126466001;1,21E+18;IsraelKanjut
