"avatarThumbnail","cid","createTime","createTimeISO","diggCount","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/e186791469d43df379fe97a511227ef5.jpg?lk3s=30310797&x-expires=1714017600&x-signature=2OXU0oPbuJ2%2F8Vc4uU9cbtREFCc%3D","7291542192617865985","1697694476","2023-10-19T05:47:56.000Z","1",,"0","https://www.tiktok.com/@kompastvnews/video/7287443568329870600?is_from_webapp=1&sender_device=pc&web_id=7343138512164390418","yaallah lindungilah Palestine","6867192239416738817","bakso.sambalkicap.king","https://www.tiktok.com/@kompastvnews/video/7287443568329870600"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/877313da0d3fd085f30563cf82360276~c5_100x100.jpg?lk3s=30310797&x-expires=1714017600&x-signature=HS%2FnChmfEhYVQ6kIYfPcFX6P3%2FQ%3D","7292400421263377153","1697894300","2023-10-21T13:18:20.000Z","1",,"0","https://www.tiktok.com/@kompastvnews/video/7287443568329870600?is_from_webapp=1&sender_device=pc&web_id=7343138512164390418","@mieraamiera485:◢🇲🇾◣            ◢🇵🇸◣
🇲🇾SAVE◣ ◢🇵🇸🇵🇸🇵🇸
◥🇲🇾 𝗣𝗮𝗹𝗲𝘀𝘁𝗶𝗻𝗲 🇵🇸◤
    ◥🇲🇾🇲🇾🇵🇸🇵🇸◤
        ◥🇲🇾 🇵🇸◤
MALAYSIA","6565231597053952001","sucidebu1","https://www.tiktok.com/@kompastvnews/video/7287443568329870600"
"https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/7294491379223724050.jpg?lk3s=30310797&x-expires=1714017600&x-signature=9RiwobFBD2mAND4EZNTJ2OeSQUI%3D","7298715654478873351","1699364674","2023-11-07T13:44:34.000Z","0",,"0","https://www.tiktok.com/@kompastvnews/video/7287443568329870600?is_from_webapp=1&sender_device=pc&web_id=7343138512164390418","militan???","7213372632917459970","j.mahsuri","https://www.tiktok.com/@kompastvnews/video/7287443568329870600"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7295792018067259398~c5_100x100.jpg?lk3s=30310797&x-expires=1714017600&x-signature=IFKAObqEAy2GvCzGpk6dVtZ26a4%3D","7297094564714758918","1698987240","2023-11-03T04:54:00.000Z","0",,"0","https://www.tiktok.com/@kompastvnews/video/7287443568329870600?is_from_webapp=1&sender_device=pc&web_id=7343138512164390418","Love respect abu Ubaidah & HAMAS.. May Alloh SWT bless US & all Mujahidin until Jannah aamiin ya rabbal alamin 🤲🥹😭🥰🥹🥲","7283076242609701890","bunda.nina47","https://www.tiktok.com/@kompastvnews/video/7287443568329870600"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5f89cbc41c3595a6110283cbdb9bab33~c5_100x100.jpg?lk3s=30310797&x-expires=1714017600&x-signature=mLZIov%2BtHKVh4ml855piPgjgzbk%3D","7311180016443425542","1702266771","2023-12-11T03:52:51.000Z","0",,"0","https://www.tiktok.com/@kompastvnews/video/7287443568329870600?is_from_webapp=1&sender_device=pc&web_id=7343138512164390418","pendukung isrwl itu buta hati juga","6769056918616245249","user704517423","https://www.tiktok.com/@kompastvnews/video/7287443568329870600"
"https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/944c80a2f1e3f7ef76f79acf97303be7.jpg?lk3s=30310797&x-expires=1714017600&x-signature=sagpQRzJNsSUPEVGl9U8YTVO2bE%3D","7295161196091917057","1698537112","2023-10-28T23:51:52.000Z","0",,"0","https://www.tiktok.com/@kompastvnews/video/7287443568329870600?is_from_webapp=1&sender_device=pc&web_id=7343138512164390418","ya Allah lindungi la saudara kami d palestin","6861045491862553601","cincan32","https://www.tiktok.com/@kompastvnews/video/7287443568329870600"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4ed97284bf2cd128007aebae7fac4fb8~c5_100x100.jpg?lk3s=30310797&x-expires=1714017600&x-signature=hkTBtewkxkbZ70oDHx%2FHsNBmZ2E%3D","7291643459432268549","1697718051","2023-10-19T12:20:51.000Z","0",,"0","https://www.tiktok.com/@kompastvnews/video/7287443568329870600?is_from_webapp=1&sender_device=pc&web_id=7343138512164390418","🥺🥺🥺🥺","7125660585392178177","trimastriani","https://www.tiktok.com/@kompastvnews/video/7287443568329870600"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/b710fd2a4773522ef906cd900cb7809d~c5_100x100.jpg?lk3s=30310797&x-expires=1714017600&x-signature=FfLSwcnLsNQUk2J0EynsvyjSa5s%3D","7291917162934338310","1697781784","2023-10-20T06:03:04.000Z","0",,"0","https://www.tiktok.com/@kompastvnews/video/7287443568329870600?is_from_webapp=1&sender_device=pc&web_id=7343138512164390418","😔","7172525519165146113","ilox3105","https://www.tiktok.com/@kompastvnews/video/7287443568329870600"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ff092fe7c473d8d16876ce2e18377525~c5_100x100.jpg?lk3s=30310797&x-expires=1714017600&x-signature=vWligihAT0aU11WXj3PJwHABG5A%3D","7293648719278539525","1698184954","2023-10-24T22:02:34.000Z","0",,"0","https://www.tiktok.com/@kompastvnews/video/7287443568329870600?is_from_webapp=1&sender_device=pc&web_id=7343138512164390418","😌😌😌","7233358496107791361","mbotgandul2","https://www.tiktok.com/@kompastvnews/video/7287443568329870600"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/43122e65e1fe0d508c68058f14a872c2~c5_100x100.jpg?lk3s=30310797&x-expires=1714017600&x-signature=50kKztGzfUndSasBHfHc2ZNEEtY%3D","7292641175185064709","1697950357","2023-10-22T04:52:37.000Z","0",,"0","https://www.tiktok.com/@kompastvnews/video/7287443568329870600?is_from_webapp=1&sender_device=pc&web_id=7343138512164390418","😭😭😭","7125008335590376449","adil11205","https://www.tiktok.com/@kompastvnews/video/7287443568329870600"
